,gen,ref_consol,fun_consol,fun_consol
1547,Seliberia,FAPROTAXv1.1,fermentation,N
1548,Serinicoccus,"(Graf et al., 2014), FAPROTAXv1.1",nirK nitrate_reduction              ,
1549,Serratia,FAPROTAXv1.1,chitinolysis,DNRA
1550,Sharpea,FAPROTAXv1.1,fermentation,
1551,Shd-14,,cellulolysis,
1552,Shewanella,"(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1",nirK norB nosZ aerobic_chemoheterotrophy arsenate_detoxification arsenate_respiration dissimilatory sulfite reduction DNRA fermentation fumarate_respiration iron_respiration manganese_oxidation manganese_respiration nitrate_denitrification,
1553,Shigella,FAPROTAXv1.1,fermentation,human_pathogens_all
1554,Shihouhao,FAPROTAXv1.1,plastic_degradation,
1555,Shimia,FAPROTAXv1.1,aerobic_chemoheterotrophy,N
1556,Siansivirga,FAPROTAXv1.1,aerobic_chemoheterotrophy,chitinolysis
1557,Sideroxydans,"(Beckwith et al., 2015) (Emerson et al., 2013) (Graf et al., 2014) , (Antharaman et al., 2016), FAPROTAXv1.1",N2_fix,dark_iron_oxidation               
1558,Silicibacter,"(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1",nirK nirS norB nosZ aerobic_chemoheterotrophy nitrate_reduction          ,
1559,Siluania,"(Karpov et al., 1998)",non-N,              
1560,Simkania,,non-N,              
1561,Simkaniaceae,FAPROTAXv1.1,intracellular_parasites,
1562,Simonsiella,"(Graf et al., 2014)",nirK norB nosZ             ,
1563,Simplicispira,"(Grabovich et al., 2006)",denitrification,
1564,Singulisphaera,FAPROTAXv1.1,xylanolysis,
1565,Sinomonas,FAPROTAXv1.1,aerobic_chemoheterotrophy,urea
1566,Sinorhizobium,"(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1",nirK norB nosZ aerobic_chemoheterotrophy arsenate_detoxification dissimilatory oxidation of arsenite for energy not photosynthesis nitrate_respiration nitrogen_fixation nitrous_oxide_denitrification,
1567,Skermanella,FAPROTAXv1.1,denitrification,urea 
1568,Skermania,FAPROTAXv1.1,denitrification,
1569,Slackia,FAPROTAXv1.1,DNRA,
1570,SM1A02,,denitrification,
1571,Smb53,,cellulolysis,
1572,Smithella,"{Liu, Y., et al. (1999)}",propiote_oxidation,
1573,Snuella,FAPROTAXv1.1,aerobic_chemoheterotrophy,N
1574,Soehngenia,FAPROTAXv1.1,fermentation,
1575,Solibacillus,"(Krishmurthi et al., 2009)",non-N,              
1576,Solibacter,"(Jones et al., 2008)",norB              ,
1577,Solirubrobacter,FAPROTAXv1.1,aromatic_compound_degradation,                
1578,Solirubrobacteraceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1579,Solitalea,"(Weon et al., 2009) (Graf et al., 2014)",denitrification,
1580,Sorangium,FAPROTAXv1.1,cellulolysis,"fermentation, xylan"
1581,Sphaerisporangium,FAPROTAXv1.1,ureolysis,
1582,Sphaerobacter,"(Demharter et al., 1989) (Graf et al., 2014)",non-N,              
1583,Sphaerotilus,FAPROTAXv1.1,Fe_oxidation,
1584,Sphingobacteriaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1585,Sphingobacteriia,"(Antharaman et al., 2016)",N_cycle S_cycle aerobic             ,
1586,Sphingobacterium,"(YABUUCHI et al., 1983), FAPROTAXv1.1",non-N,nitrate_reduction ureolysis             
1587,Sphingobium,"(Takeuchi et al., 2001), FAPROTAXv1.1",non-N,aromatic_compound_degradation ligninolysis             
1588,Sphingomonadaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,"fermentation, photoheterotrophy"
1589,Sphingomonadales,"(Antharaman et al., 2016), FAPROTAXv1.1",N_cycle S_cycle C1_ox aerobic aerobic_chemoheterotrophy           ,
1590,Sphingomonas,"(Graf et al., 2014), FAPROTAXv1.1",non-N,aerobic_anoxygenic_phototrophy aromatic_compound_degradation aromatic_hydrocarbon_degradation ligninolysis nitrogen_fixation plant_pathogen plastic_degradation        
1591,Sphingopyxis,"(Antharaman et al., 2016)",N_cycle S_cycle C1_ox aerobic            ,
1592,Sphingorhabdus,"{Jogler, M., et al. (2013)}",non-N,              
1593,Spirillum,FAPROTAXv1.1,denitrification,
1594,Spirobacillus,"(Rodrigues et al., 2008)",non-N,              
1595,Spirochaeta,", FAPROTAXv1.1",cellulolysis,N
1596,Spirochaeta 2,,cellulolysis,
1597,Spirochaetaceae,FAPROTAXv1.1,fermentation,human_pathogens_all
1598,Spirochaetes,"(Antharaman et al., 2016)",C_cycle N_fix N_cycle S_cycle H2_ox H2_prod C1_ox aerobic          ,
1599,Spiroplasma,FAPROTAXv1.1,plant_pathogen,
1600,Sporanaerobacter,FAPROTAXv1.1,fermentation,
1601,Sporichthya,FAPROTAXv1.1,denitrification,
1602,Sporichthyaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1603,Sporobacter,"(Grech-Mora et al., 1996), FAPROTAXv1.1",methanotroph,fermentation
1604,Sporobacterium,FAPROTAXv1.1,fermentation,
1605,Sporocytophaga,FAPROTAXv1.1,cellulolysis,urea
1606,Sporolactobacillaceae,FAPROTAXv1.1,fermentation,
1607,Sporomusa,FAPROTAXv1.1,aromatic_compound_degradation,fermentation methanol_oxidation reductive_acetogenesis              
1608,Sporosarcin,FAPROTAXv1.1,ureolysis,
1609,Sporosarcina,FAPROTAXv1.1,aerobic_chemoheterotrophy,"fermentation, urea"
1610,Stackebrandtia,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1611,Staleya,FAPROTAXv1.1,aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy
1612,Staphylococcus,"(Jones et al., 2008), FAPROTAXv1.1",non-N,animal_parasites_or_symbionts arsenate_detoxification fermentation human_gut human_pathogens_all human_pathogens_gastroenteritis human_pathogens_pneumonia human_pathogens_septicemia nitrate_reduction plant_pathogen ureolysis    
1613,Stappia,"(Jones et al., 2008), FAPROTAXv1.1",nirS norB nosZ aerobic_anoxygenic_phototrophy            ,
1614,Starkeya,"(Graf et al., 2014), FAPROTAXv1.1",nirK norB aerobic_chemoheterotrophy dark_sulfite_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation methanol_oxidation nitrate_respiration        ,
1615,Stenotrophomonas,", FAPROTAXv1.1",non-N,aerobic_chemoheterotrophy aromatic_compound_degradation aromatic_hydrocarbon_degradation chitinolysis human_pathogens_all plant_pathogen         
1616,Steroidobacter,"(Fahrbach et al., 2006), FAPROTAXv1.1",denitrification,
1617,Sterolibacterium,"(Tarlera and Denner, 2003)",denitrification,
1618,Streposporangium,FAPROTAXv1.1,denitrification,
1619,Streptacidiphilus,FAPROTAXv1.1,denitrification,
1620,Streptoalloteichus,FAPROTAXv1.1,aerobic_chemoheterotrophy,N
1621,Streptococcaceae,FAPROTAXv1.1,fermentation,
1622,Streptococcus,", FAPROTAXv1.1",non-N,animal_parasites_or_symbionts fermentation fish_parasites human_gut human_pathogens_all human_pathogens_meningitis human_pathogens_pneumonia human_pathogens_septicemia ureolysis xylanolysis     
1623,Streptomyces,"(Graf et al., 2014), FAPROTAXv1.1",non-N,cellulolysis chitinolysis fermentation hydrocarbon_degradation ligninolysis nitrate_reduction nitrate_respiration oil_bioremediation plant_pathogen ureolysis xylanolysis    
1624,Streptomycetaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1625,Streptosporangiaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1626,Streptosporangium,"(Graf et al., 2014), FAPROTAXv1.1",nirK cellulolysis nitrate_reduction             ,
1627,Subdoligranulum,FAPROTAXv1.1,human_gut,
1628,Subgroup 10,,varied,
1629,Subsaxibacter,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1630,Subsaximicrobium,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1631,Subtercola,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1632,Succinivibrionaceae,FAPROTAXv1.1,fermentation,
1633,Sufflavibacter,FAPROTAXv1.1,aerobic_chemoheterotrophy,fermentation
1634,Sulfidobacter,FAPROTAXv1.1,Mn_ox,
1635,Sulfitobacter,FAPROTAXv1.1,aerobic_chemoheterotrophy,S
1636,Sulfobacillus,"(Graf et al., 2014), FAPROTAXv1.1",nirK aerobic_chemoheterotrophy dark_sulfur_oxidation             ,
1637,Sulfolobaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,"H, S"
1638,Sulfolobus,"(Jones et al., 2008), FAPROTAXv1.1",norB chitinolysis dark_iron_oxidation dark_sulfide_oxidation dark_sulfur_oxidation          ,
1639,Sulfuricella,"(Graf et al., 2014), FAPROTAXv1.1",nirS norB nosZ dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_denitrification          ,
1640,Sulfuricurvum,"(Kodama and Watabe, 2004) (Antharaman et al., 2016), FAPROTAXv1.1",denitrification,S 
1641,Sulfuriferula,FAPROTAXv1.1,aerobic_chemoheterotrophy,"S, N"
1642,Sulfurifustis,FAPROTAXv1.1,S_oxidation,
1643,Sulfurihydrogenibium,FAPROTAXv1.1,aerobic_chemoheterotrophy,"Fe, S, N"
1644,Sulfurimonas,"(Jones et al., 2008) , (Graf et al., 2014) , (Antharaman et al., 2016), FAPROTAXv1.1",denitrification,S 
1645,Sulfurisoma,"(Kojima and Fukui, 2014)",denitrification,
1646,Sulfuritalea,", FAPROTAXv1.1",denitrification,"H, S "
1647,Sulfurivirga,FAPROTAXv1.1,thiosulfate_oxidation,
1648,Sulfurococcus,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1649,Sulfurospirillum,"refs in {Buttet, G. F., et al. (2013)}, FAPROTAXv1.1",S_reduction,"H, DNRA"
1650,Sulfurovum,"(Graf et al., 2014), FAPROTAXv1.1",nirS norB nosZ dark_hydrogen_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration sulfur_respiration thiosulfate_respiration      ,
1651,Sunxiuqinia,"(Qu et al., 2011)",non-N,              
1652,SUP05,FAPROTAXv1.1,S_oxidation,N
1653,Sutterella,"(Wexler et al., 1996)",denitrification,
1654,SWB02,,varied,
1866,SWB02,,varied,
1655,Symbiobacterium,"(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1",nirK nitrate_reduction              ,
1656,Synechocystis,"(Jones et al., 2008)",norB              ,
1657,Synergistes,FAPROTAXv1.1,animal_parasites_or_symbionts,                
1658,Syntrophaceae,FAPROTAXv1.1,fermentation,S
1659,Syntrophobacter,"(Boone and Bryant, 1980) (Jones et al., 2008), FAPROTAXv1.1",methanotroph,"H, S"
1660,Syntrophobacteraceae,FAPROTAXv1.1,H_ox,#REF!
1661,Syntrophobacterales,"(Antharaman et al., 2016)",C_cycle S_cycle C1_ox aerobic              ,
1662,Syntrophococcus,FAPROTAXv1.1,reductive_acetogenesis,
1663,Syntrophomonadaceae,FAPROTAXv1.1,fermentation,
1664,Syntrophorhabdus,"{Qiu, Y.-L., et al. (2008)}, FAPROTAXv1.1",denitrification,
1665,Syntrophospora,FAPROTAXv1.1,fermentation,
1666,Syntrophothermus,FAPROTAXv1.1,fermentation,
1667,Syntrophus,"(Mountfort et al., 1984) (Antharaman et al., 2016), FAPROTAXv1.1",methanotroph,
1668,Tamlana,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1669,Taonella,FAPROTAXv1.1,fermentation,
1670,Tateyamaria,FAPROTAXv1.1,aerobic_chemoheterotrophy,"S, N"
1671,taxon_1,FAPROTAXv1.1,methanotroph,
1672,Taylorella,"(Graf et al., 2014)",nirK               ,
1673,Telluria,FAPROTAXv1.1,denitrification,
1674,Telmatobacter,FAPROTAXv1.1,aerobic_chemoheterotrophy,cellulolysis
1675,Telmatospirillum,"{Sizova, M. V., et al. (2007)}, FAPROTAXv1.1",N2_fix,aerobic_chemoheterotrophy fermentation nitrogen_fixation             
1676,Tenacibaculuma,FAPROTAXv1.1,denitrification,
1677,Tenericutes,"(Antharaman et al., 2016)",H2_prod,
1678,Tepidibacillus,FAPROTAXv1.1,H_ox,#REF!
1679,Tepidibacter,FAPROTAXv1.1,fermentation,
1680,Tepidimonas,FAPROTAXv1.1,S_oxidation,
1681,Terrabacter,FAPROTAXv1.1,denitrification,urea 
1682,Terracoccus,FAPROTAXv1.1,ureolysis,
1866,Terrimicrobium,"(Qui et al., 2014)",non-N,carbohydrate-fermenting              
1683,Terrimonas,"{Xie, C.-H. and A. Yokota (2006)}",non-N,              
1684,Tersicoccus,FAPROTAXv1.1,aerobic_chemoheterotrophy,N
1685,Tessaracoccus,FAPROTAXv1.1,aerobic_chemoheterotrophy,N
1686,Tetragenococcus,FAPROTAXv1.1,fermentation,
1687,Tetrasphaera,FAPROTAXv1.1,denitrification,urea 
1688,Thalassobacter,FAPROTAXv1.1,aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy
1689,Thalassobaculum,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1690,Thalassobius,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1691,Thalassococcus,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1692,Thalassolituus,FAPROTAXv1.1,non-N,
1693,Thalassospira,"(Graf et al., 2014), FAPROTAXv1.1",nirS norB nosZ aerobic_chemoheterotrophy aromatic_hydrocarbon_degradation nitrate_respiration          ,
1694,Thauera,"(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1",nirS norB nosZ aromatic_compound_degradation aromatic_hydrocarbon_degradation nitrate_denitrification nitrate_respiration nitrite_respiration        ,
1695,Thaumarchaeota,"(Antharaman et al., 2016), FAPROTAXv1.1",C_cycle S_cycle Fe_Cycle H2_prod C1_ox aerobic aerobic_ammonia_oxidation           ,
1696,Themoanaerobacterium,FAPROTAXv1.1,fermentation,xylan
1697,Thennosipho,FAPROTAXv1.1,fermentation,S
1698,Thermacetogenium,FAPROTAXv1.1,fermentation,"S, Fe "
1699,Thermaerobacter,"(Graf et al., 2014), FAPROTAXv1.1",nirK aerobic_chemoheterotrophy              ,
1700,Thermicanus,FAPROTAXv1.1,fermentation,
1701,Thermincola,FAPROTAXv1.1,H_ox,#REF!
1702,Thermithiobacillus,FAPROTAXv1.1,S_oxidation,
1703,Thermoacetogenium,FAPROTAXv1.1,reductive_acetogenesis,
1704,Thermoactinomyces,FAPROTAXv1.1,xylanolysis,
1705,Thermoanaerobacter,FAPROTAXv1.1,cellulolysis,"S, Fe, N"
1706,Thermoanaerobacteraceae,FAPROTAXv1.1,H_ox,#REF!
1707,Thermoanaerobacteriaceae,FAPROTAXv1.1,reductive_acetogenesis,
1708,Thermoanaerobacterium,FAPROTAXv1.1,S_reduction,"fermentation, N, xylan"
1709,Thermoanaerobaculaceae_family_Subgroup 10,,varied,
1710,Thermoanaerobaculum,FAPROTAXv1.1,fermentation,"Fe, Mn "
1711,Thermobaculum,"(Graf et al., 2014)",nirK               ,
1712,Thermobifida,"(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1",nirK cellulolysis nitrate_reduction xylanolysis            ,
1713,Thermobispora,"(Graf et al., 2014)",nirK               ,
1714,Thermochromatium,FAPROTAXv1.1,ureolysis,
1715,Thermococcaceae,FAPROTAXv1.1,chemoheterotrophy,chemoheterotrophy
1716,Thermococci,FAPROTAXv1.1,chemoheterotrophy,chemoheterotrophy
1717,Thermococcus,FAPROTAXv1.1,chitinolysis,"fermentation, xylan"
1718,Thermocrispum,FAPROTAXv1.1,denitrification,
1719,Thermodesulfatator,FAPROTAXv1.1,H_ox,#REF!
1720,Thermodesulfobacteria,FAPROTAXv1.1,S_reduction,
1721,Thermodesulfobacterium,FAPROTAXv1.1,H_ox,#REF!
1722,Thermodesulfobiaceae,FAPROTAXv1.1,denitrification,"S, Fe"
1723,Thermodesulfobium,FAPROTAXv1.1,H_ox,#REF!
1724,Thermodesulforhabdus,FAPROTAXv1.1,S_reduction,
1725,Thermodesulforhabdus norvegicus,FAPROTAXv1.1,S_reduction,
1726,Thermodesulfovibrio,"(Antharaman et al., 2016), FAPROTAXv1.1",C_cycle N_cycle S_cycle H2_ox H2_prod C1_ox aerobic nitrate_respiration          ,
1727,Thermoflexus,FAPROTAXv1.1,aerobic_chemoheterotrophy,fermentation
1728,Thermogemmatispora,FAPROTAXv1.1,aerobic_chemoheterotrophy,N
1729,Thermogladius,FAPROTAXv1.1,fermentation,
1730,Thermoleophilum,FAPROTAXv1.1,degradation,hydrocarbon
1731,Thermolithobacter,FAPROTAXv1.1,H_ox,#REF!
1732,Thermomicrobium,"(Graf et al., 2014)",nosZ              ,
1733,Thermomonas,"(Busse et al., 2002)",non-N,              
1734,Thermomonospora,FAPROTAXv1.1,cellulolysis,"ligninolysis, N, xylan"
1735,Thermomonosporaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1736,Thermonospora,FAPROTAXv1.1,xylanolysis,
1737,Thermoplasmata,FAPROTAXv1.1,chemoheterotrophy,chemoheterotrophy
1738,Thermoplasmataceae,FAPROTAXv1.1,chemoheterotrophy,chemoheterotrophy
1739,Thermopolyspora,FAPROTAXv1.1,denitrification,xylan
1740,Thermoproteaceae,FAPROTAXv1.1,H_ox,#REF!
1741,Thermoproteales,FAPROTAXv1.1,H_ox,#REF!
1742,Thermosipho,FAPROTAXv1.1,fermentation,
1743,Thermosulfidibacter,FAPROTAXv1.1,H_ox,#REF!
1744,Thermoterrabacterium,FAPROTAXv1.1,Fe,
1745,Thermothrix,FAPROTAXv1.1,S_oxidation,N
1746,Thermotoga,FAPROTAXv1.1,cellulolysis,"Fe, xylan"
1747,Thermotogaceae,FAPROTAXv1.1,fermentation,Fe 
1748,Thermotogae,FAPROTAXv1.1,fermentation,
1749,Thermovenabulum,FAPROTAXv1.1,DNRA,"fermentation, Fe, Mn, S"
1750,Thermovibrio,FAPROTAXv1.1,H_ox,#REF!
1751,Thermovirga,FAPROTAXv1.1,fermentation,
1752,Thermus,"(Graf et al., 2014), FAPROTAXv1.1",nirK nirS norB arsenate_respiration arsenite_oxidation_detoxification dissimilatory sulfite reduction iron_respiration nitrate_reduction      ,
1753,thetaiotaomicron,FAPROTAXv1.1,human_gut,
1754,Thialkalivibrio,FAPROTAXv1.1,S_oxidation,N
1755,Thioalbus,FAPROTAXv1.1,S_oxidation,N
1756,Thioalkalimicrobium,FAPROTAXv1.1,S_oxidation,
1757,Thioalkalivibrio,"(Graf et al., 2014), FAPROTAXv1.1",nirK norB nosZ dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration          ,
1758,Thiobacillus,"(Jones et al., 2008) , (Graf et al., 2014) , (Antharaman et al., 2016), FAPROTAXv1.1",S_oxidation,varied
1759,Thiobacter,"(Hirayama et al., 2005)",non-N,              
1760,Thiobios,FAPROTAXv1.1,thiosulfate_oxidation,
1761,Thiocapsa,"(Graf et al., 2014), FAPROTAXv1.1",norB nosZ anoxygenic_photoautotrophy_S_oxidizing            ,
1762,Thioclava,FAPROTAXv1.1,aerobic_chemoheterotrophy,"S, urea"
1763,Thiococcus,FAPROTAXv1.1,N2_fix,
1764,Thiocystis,FAPROTAXv1.1,anoxygenic_photoautotrophy,aerobic_anoxygenic_phototrophy
1765,Thiodictyon,FAPROTAXv1.1,Fe_oxidation,
1766,Thiofractor,FAPROTAXv1.1,H_ox,#REF!
1767,Thioglobus,FAPROTAXv1.1,aerobic_chemoheterotrophy,S
1768,Thiogranum,FAPROTAXv1.1,S_oxidation,
1769,Thiohalobacter,FAPROTAXv1.1,thiosulfate_oxidation,
1770,Thiohalocapsa,FAPROTAXv1.1,anoxygenic_photoautotrophy_H2_oxidizing,anoxygenic_photoautotrophy_S_oxidizing                
1771,Thiohalomonas,FAPROTAXv1.1,S_oxidation,N
1772,Thiohalophilus,"(Sorokin et al., 2007)?",denitrification,
1773,Thiolapillus,FAPROTAXv1.1,S_oxidation,N
1774,Thiomicrospira,FAPROTAXv1.1,H_ox,#REF!
1775,Thiomonas,FAPROTAXv1.1,aerobic_chemoheterotrophy,aerobic_ammonia_oxidation
1776,Thioprofundum,FAPROTAXv1.1,S_oxidation,N
1777,Thioreductor,FAPROTAXv1.1,H_ox,#REF!
1778,Thiorhodococcus,FAPROTAXv1.1,N2_fix,
1779,Thiorhodospira,FAPROTAXv1.1,photoheterotrophy,
1780,Thiosphaera,FAPROTAXv1.1,aerobic_chemoheterotrophy,aerobic_ammonia_oxidation
1781,Thiothrix,"(Williams and Unz, 1985), FAPROTAXv1.1",denitrification,urea
1782,Thiotrichaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,"S, DNRA, N"
1783,Thiovulum,FAPROTAXv1.1,S_oxidation,
1784,Tindallia,FAPROTAXv1.1,Fe,acetogenesis 
1785,Tistlia,FAPROTAXv1.1,aerobic_chemoheterotrophy,N2 fix
1786,Tistrella,FAPROTAXv1.1,aerobic_chemoheterotrophy,N2 fix
1787,Tolumonas,"{Fischer-Romero, C., et al. (1996)}",non-N,              
1788,Treponema,"(Antharaman et al., 2016), FAPROTAXv1.1",non-N,dark_hydrogen_oxidation fermentation human_pathogens_all nitrogen_fixation reductive_acetogenesis          
1866,Treponema 2,"(Antharaman et al., 2016), FAPROTAXv1.1",non-N,dark_hydrogen_oxidation fermentation human_pathogens_all nitrogen_fixation reductive_acetogenesis          
1789,treptococcus,FAPROTAXv1.1,fish_parasites,
1790,Trichococcus,"(Liu et al., 2002), FAPROTAXv1.1",denitrification,xylan
1791,Trichodesmium,FAPROTAXv1.1,N2_fix,
1792,Trichophyton,"(Graf et al., 2014)",nirK norB              ,
1793,Tropicibacter,FAPROTAXv1.1,aerobic_chemoheterotrophy,degradation
1794,Tropicimonas,FAPROTAXv1.1,aerobic_chemoheterotrophy,degradation
1795,Tsukamurella,FAPROTAXv1.1,ureolysis,
1796,Tsukamurellaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1797,Tumebacillus,FAPROTAXv1.1,aerobic_chemoheterotrophy,"S, N"
1798,Turneriella,"(Graf et al., 2014)",nirK               ,
1799,Ulvibacter,FAPROTAXv1.1,denitrification,
1800,Uncinocarpus,"(Graf et al., 2014)",nirK norB              ,
1801,uncultured,"(Graf et al., 2014)",uncultured_bacteria,
1802,uncultured archaeon,,uncultured_archaea,
1803,uncultured bacterium,,uncultured_bacteria,
1804,uncultured Bacteroidetes bacterium,0,non-N,              
1805,uncultured Candidatus Omnitrophus,"{Kolinko, S., et al. (2016)}",Magnetatactic+,
1806,uncultured Chlorobi bacterium,https://en.wikipedia.org/wiki/Green_sulfur_bacteria,S_oxidation,
1807,uncultured euryarchaeote,,uncultured_eukaryote,
1808,uncultured Microgenomates group bacterium,,uncultured_bacteria,
1809,uncultured organism,,uncultured,
1810,uncultured Parcubacteria group bacterium,"{Nelson, W. C. and J. C. Stegen (2015)}",CPR-OD1,CPR-OD1
1811,uncultured soil bacterium,,uncultured_bacteria,
1812,Undibacterium,"(K_mpfer et al., 2007)",non-N,              
1813,Unknown,FAPROTAXv1.1,human_gut,
1814,Ureaplasma,FAPROTAXv1.1,human_pathogens_all,
1815,Vagococcus,FAPROTAXv1.1,fermentation,
1816,Varibaculum,FAPROTAXv1.1,denitrification,
1817,varied,,varied,
1818,Variovorax,"{Willems, A., et al. (1991)}, FAPROTAXv1.1",non-N,arsenate_detoxification plastic_degradation             
1819,Veillonella,,non-N,              
1820,Veillonellaceae,FAPROTAXv1.1,H_ox,#REF!
1821,Venenivibrio,FAPROTAXv1.1,knallgas_bacteria,
1822,Verrucomicrobia,"(Antharaman et al., 2016), FAPROTAXv1.1",N_cycle S_cycle H2_prod aerobic methanol_oxidation           ,
1823,Verrucomicrobiaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,"fermentation, urea"
1824,Verrucomicrobiales,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1825,Verrucomicrobium,,non-N,              
1826,Viarovorax,FAPROTAXv1.1,plastic_degradation,
1827,Vibrio,"(Graf et al., 2014), FAPROTAXv1.1",nosZ animal_parasites_or_symbionts aromatic_hydrocarbon_degradation chitinolysis fermentation fish_parasites fumarate_respiration human_pathogens_all human_pathogens_diarrhea xylanolysis     ,
1828,Vibrionaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,"fermentation, N"
1829,Vibrionales,FAPROTAXv1.1,fermentation,
1830,Victivallaceae,FAPROTAXv1.1,fermentation,
1831,Victivallis,FAPROTAXv1.1,fermentation,
1832,Virgibacillus,"(Graf et al., 2014), FAPROTAXv1.1",nirK aerobic_chemoheterotrophy nitrate_reduction nitrate_respiration ureolysis           ,
1833,Virgisporangium,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1834,Vogesella,FAPROTAXv1.1,aerobic_chemoheterotrophy,N
1835,Vulcanithermus,FAPROTAXv1.1,knallgas_bacteria,N
1836,Waddliaceae,FAPROTAXv1.1,intracellular_parasites,
1837,Wautersia,FAPROTAXv1.1,plant_pathogen,
1838,Wautersiella,FAPROTAXv1.1,ureolysis,
1839,WCHB1-05,,cellulolysis,
1840,Wchb1-05_f__Anaerolineacaea,,varied,
1841,Weissella,FAPROTAXv1.1,fermentation,
1842,Wenxinia,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1843,Williamsia,FAPROTAXv1.1,cellulolysis,urea
1844,Wohlfahrtiimonas,FAPROTAXv1.1,human_pathogens_all,
1845,Wolinella,"(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1",nosZ arsenate_respiration dark_hydrogen_oxidation dissimilatory sulfite reduction DNRA fumarate_respiration nitrate_respiration nitrite_ammonification sulfur_respiration    ,
1846,Xanthobacter,FAPROTAXv1.1,aerobic_chemoheterotrophy,"H, S, N"
1847,Xanthomonadaceae,FAPROTAXv1.1,aerobic_chemoheterotrophy,"chitinolysis, N, urea"
1848,Xanthomonadales,"(Antharaman et al., 2016)",N_cycle S_cycle C1_ox aerobic            ,
1849,Xanthomonas,FAPROTAXv1.1,arsenite_oxidation_detoxification,dark_sulfide_oxidation plant_pathogen plastic_degradation xylanolysis             
1850,Xenorhabdus,FAPROTAXv1.1,invertebrate_parasites,
1851,Xylanimicrobium,FAPROTAXv1.1,fermentation,N
1852,Xylanimonas,"(Graf et al., 2014), FAPROTAXv1.1",nirK cellulolysis nitrate_reduction             ,
1853,Xylella,FAPROTAXv1.1,plant_pathogen,
1854,Xylophilus,FAPROTAXv1.1,plant_pathogen,
1855,Yaniella,FAPROTAXv1.1,aerobic_chemoheterotrophy,urea
1856,Yeosuana,FAPROTAXv1.1,aromatic_compound_degradation,                
1857,Yersinia,FAPROTAXv1.1,animal_parasites_or_symbionts,human_pathogens_all human_pathogens_gastroenteritis invertebrate_parasites nitrate_reduction             
1858,Yonghaparkia,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1859,Youngiibacter,FAPROTAXv1.1,fermentation,
1860,Zavarzinia,FAPROTAXv1.1,ureolysis,
1861,Zhihengliuella,FAPROTAXv1.1,aerobic_chemoheterotrophy,
1862,Zobellella,FAPROTAXv1.1,aerobic_chemoheterotrophy,"fermentation, N, urea"
1863,Zobellia,"(Graf et al., 2014)",norB nosZ             ,
1864,Zoogloea,,non-N,              
1865,Zunongwangia,FAPROTAXv1.1,aerobic_chemoheterotrophy,"N, xylan"
1866,Zymomonas,FAPROTAXv1.1,fermentation,
