,gen,ref_consol,fun_consol,fun_consol,
1552,Shewanella,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK norB nosZ aerobic_chemoheterotrophy arsenate_detoxification arsenate_respiration dissimilatory sulfite reduction DNRA fermentation fumarate_respiration iron_respiration manganese_oxidation manganese_respiration nitrate_denitrification,,
1553,Shigella,(Louca et al. 2016),fermentation,human_pathogens_all,
1554,Shihouhao,(Louca et al. 2016),plastic_degradation,,
1555,Shimia,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1556,Siansivirga,(Louca et al. 2016),aerobic_chemoheterotrophy,chitinolysis,
1557,Sideroxydans,(Beckwith et al. 2015; Emerson et al. 2013; Graf et al. 2014b; Louca et al. 2016),N2_fix,dark_iron_oxidation               ,
1558,Silicibacter,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK nirS norB nosZ aerobic_chemoheterotrophy nitrate_reduction          ,,
1559,Siluania,(Karpov et al. 1998),non-N,              ,
1560,Simkania,(Everett et al. 1999),non-N,              ,
1561,Simkaniaceae,(Louca et al. 2016),intracellular_parasites,,
1562,Simonsiella,"(Graf et al., 2014)",nirK norB nosZ             ,,
1563,Simplicispira,(Lu et al. 2007),denitrification,,
1564,Singulisphaera,(Louca et al. 2016),xylanolysis,,
1565,Sinomonas,(Louca et al. 2016),aerobic_chemoheterotrophy,urea,
1566,Sinorhizobium,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK norB nosZ aerobic_chemoheterotrophy arsenate_detoxification dissimilatory oxidation of arsenite for energy not photosynthesis nitrate_respiration nitrogen_fixation nitrous_oxide_denitrification,,
1567,Skermanella,(Louca et al. 2016),denitrification,urea ,
1568,Skermania,(Louca et al. 2016),denitrification,,
1569,Slackia,(Louca et al. 2016),DNRA,,
1572,Smithella,(Liu et al. 1999),propiote_oxidation,,
1573,Snuella,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1574,Soehngenia,(Louca et al. 2016),fermentation,,
1575,Solibacillus,(Krishnamurthi et al. 2009),non-N,              ,
1576,Solibacter,"(Jones et al., 2008)",norB              ,,
1577,Solirubrobacter,(Louca et al. 2016),aromatic_compound_degradation,                ,
1578,Solirubrobacteraceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1579,Solitalea,(Graf et al. 2014a; Weon et al. 2009),denitrification,,
1580,Sorangium,(Louca et al. 2016),cellulolysis,"fermentation, xylan",
1581,Sphaerisporangium,(Louca et al. 2016),ureolysis,,
1582,Sphaerobacter,(Demharter et al. 1989; Graf et al. 2014b),non-N,              ,
1583,Sphaerotilus,(Louca et al. 2016),Fe_oxidation,,
1584,Sphingobacteriaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1585,Sphingobacteriia,"(_Anantharaman et al., 2016)",N_cycle S_cycle aerobic             ,,
1586,Sphingobacterium,(Louca et al. 2016; YABUUCHI et al. 1983),non-N,nitrate_reduction ureolysis             ,
1587,Sphingobium,(Louca et al. 2016; Takeuchi et al. 2001),non-N,aromatic_compound_degradation ligninolysis             ,
1588,Sphingomonadaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, photoheterotrophy",
1589,Sphingomonadales,"(_Anantharaman et al., 2016; Louca et al., 2014)",N_cycle S_cycle C1_ox aerobic aerobic_chemoheterotrophy           ,,
1590,Sphingomonas,"(Graf et al., 2014; Louca et al., 2014)",non-N,aerobic_anoxygenic_phototrophy aromatic_compound_degradation aromatic_hydrocarbon_degradation ligninolysis nitrogen_fixation plant_pathogen plastic_degradation        ,
1591,Sphingopyxis,"(_Anantharaman et al., 2016)",N_cycle S_cycle C1_ox aerobic            ,,
1592,Sphingorhabdus,(Jogler et al. 2013),non-N,              ,
1593,Spirillum,(Louca et al. 2016),denitrification,varied,
1594,Spirobacillus,(Rodrigues et al. 2008),non-N,              ,
1595,Spirochaeta,"(Louca et al., 2014)",cellulolysis,N,
1596,Spirochaeta 2,(Abendroth et al. 2015),cellulolysis,,
1597,Spirochaetaceae,(Louca et al. 2016),fermentation,human_pathogens_all,
1598,Spirochaetes,"(_Anantharaman et al., 2016)",C_cycle N_fix N_cycle S_cycle H2_ox H2_prod C1_ox aerobic          ,,
1599,Spiroplasma,(Louca et al. 2016),plant_pathogen,,
1600,Sporanaerobacter,(Louca et al. 2016),fermentation,,
1601,Sporichthya,(Louca et al. 2016),denitrification,,
1602,Sporichthyaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1603,Sporobacter,(Grech-Mora et al. 1996; Louca et al. 2016),methanotroph,fermentation,
1604,Sporobacterium,(Louca et al. 2016),fermentation,,
1605,Sporocytophaga,(Louca et al. 2016),cellulolysis,urea,
1606,Sporolactobacillaceae,(Louca et al. 2016),fermentation,,
1607,Sporomusa,(Louca et al. 2016),aromatic_compound_degradation,fermentation methanol_oxidation reductive_acetogenesis              ,
1608,Sporosarcin,(Louca et al. 2016),ureolysis,,
1609,Sporosarcina,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, urea",
1610,Stackebrandtia,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1611,Staleya,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1612,Staphylococcus,(Jones et al. 2008; Louca et al. 2016),non-N,animal_parasites_or_symbionts arsenate_detoxification fermentation human_gut human_pathogens_all human_pathogens_gastroenteritis human_pathogens_pneumonia human_pathogens_septicemia nitrate_reduction plant_pathogen ureolysis    ,
1613,Stappia,(Jones et al. 2008; Louca et al. 2016),nirS norB nosZ aerobic_anoxygenic_phototrophy            ,,
1614,Starkeya,"(Graf et al., 2014; Louca et al., 2014)",nirK norB aerobic_chemoheterotrophy dark_sulfite_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation methanol_oxidation nitrate_respiration        ,,
1615,Stenotrophomonas,"(Louca et al., 2014)",non-N,aerobic_chemoheterotrophy aromatic_compound_degradation aromatic_hydrocarbon_degradation chitinolysis human_pathogens_all plant_pathogen         ,
1616,Steroidobacter,(Fahrbach et al. 2008; Louca et al. 2016),denitrification,,
1617,Sterolibacterium,(Tarlera and Denner 2003),denitrification,,
1618,Streposporangium,(Louca et al. 2016),denitrification,,
1619,Streptacidiphilus,(Louca et al. 2016),denitrification,,
1620,Streptoalloteichus,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1621,Streptococcaceae,(Louca et al. 2016),fermentation,,
1622,Streptococcus,"(Louca et al., 2014)",non-N,animal_parasites_or_symbionts fermentation fish_parasites human_gut human_pathogens_all human_pathogens_meningitis human_pathogens_pneumonia human_pathogens_septicemia ureolysis xylanolysis     ,
1623,Streptomyces,"(Graf et al., 2014; Louca et al., 2014)",non-N,cellulolysis chitinolysis fermentation hydrocarbon_degradation ligninolysis nitrate_reduction nitrate_respiration oil_bioremediation plant_pathogen ureolysis xylanolysis    ,
1624,Streptomycetaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1625,Streptosporangiaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1626,Streptosporangium,"(Graf et al., 2014; Louca et al., 2014)",nirK cellulolysis nitrate_reduction             ,,
1627,Subdoligranulum,(Louca et al. 2016),human_gut,,
1629,Subsaxibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1630,Subsaximicrobium,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1631,Subtercola,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1632,Succinivibrionaceae,(Louca et al. 2016),fermentation,,
1633,Sufflavibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,fermentation,
1634,Sulfidobacter,(Louca et al. 2016),Mn_ox,,
1635,Sulfitobacter,(Louca et al. 2016),aerobic_chemoheterotrophy,S,
1636,Sulfobacillus,"(Graf et al., 2014; Louca et al., 2014)",nirK aerobic_chemoheterotrophy dark_sulfur_oxidation             ,,
1637,Sulfolobaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"H, S",
1638,Sulfolobus,(Jones et al. 2008; Louca et al. 2016),norB chitinolysis dark_iron_oxidation dark_sulfide_oxidation dark_sulfur_oxidation          ,,
1639,Sulfuricella,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_denitrification          ,,
1640,Sulfuricurvum,(Anantharaman et al. 2016; Kodama and Watanabe 2004; Louca et al. 2016),denitrification,S ,
1641,Sulfuriferula,(Louca et al. 2016),aerobic_chemoheterotrophy,"S, N",
1642,Sulfurifustis,(Louca et al. 2016),S_oxidation,,
1643,Sulfurihydrogenibium,(Louca et al. 2016),aerobic_chemoheterotrophy,"Fe, S, N",
1644,Sulfurimonas,(Anantharaman et al. 2016; Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),denitrification,S ,
1645,Sulfurisoma,(Kojima and Fukui 2014),denitrification,,
1646,Sulfuritalea,"(Louca et al., 2014)",denitrification,"H_ox, S_ox, lithoauto ",
1647,Sulfurivirga,(Louca et al. 2016),thiosulfate_oxidation,,
1648,Sulfurococcus,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1649,Sulfurospirillum,"refs in (Buttet, G. F., et al. 2013)",S_reduction,"H, DNRA",
1650,Sulfurovum,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ dark_hydrogen_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration sulfur_respiration thiosulfate_respiration      ,,
1651,Sunxiuqinia,(Qu et al. 2011),non-N,              ,
1652,SUP05,(Louca et al. 2016),S_oxidation,N,
1653,Sutterella,(Wexler et al. 1996),denitrification,,
1655,Symbiobacterium,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK nitrate_reduction              ,,
1656,Synechocystis,"(Jones et al., 2008)",norB              ,,
1657,Synergistes,(Louca et al. 2016),animal_parasites_or_symbionts,                ,
1658,Syntrophaceae,(Louca et al. 2016),fermentation,S,
1659,Syntrophobacter,(Boone and Bryant 1980; Jones et al. 2008; Louca et al. 2016),methanotroph,"H, S",
1660,Syntrophobacteraceae,(Louca et al. 2016),H_ox,#REF!,
1661,Syntrophobacterales,"(_Anantharaman et al., 2016)",C_cycle S_cycle C1_ox aerobic              ,,
1662,Syntrophococcus,(Louca et al. 2016),reductive_acetogenesis,,
1663,Syntrophomonadaceae,(Louca et al. 2016),fermentation,,
1664,Syntrophorhabdus,(Louca et al. 2016; Qiu et al. 2008),denitrification,,
1665,Syntrophospora,(Louca et al. 2016),fermentation,,
1666,Syntrophothermus,(Louca et al. 2016),fermentation,,
1667,Syntrophus,(Anantharaman et al. 2016; Louca et al. 2016; Mountfort et al. 1984),methanotroph,,
1668,Tamlana,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1669,Taonella,(Louca et al. 2016),fermentation,,
1670,Tateyamaria,(Louca et al. 2016),aerobic_chemoheterotrophy,"S, N",
1671,taxon_1,(Louca et al. 2016),methanotroph,,
1672,Taylorella,"(Graf et al., 2014)",nirK               ,,
1673,Telluria,(Louca et al. 2016),denitrification,,
1674,Telmatobacter,(Louca et al. 2016),aerobic_chemoheterotrophy,cellulolysis,
1675,Telmatospirillum,(Louca et al. 2016; Sizova et al. 2007),N2_fix,aerobic_chemoheterotrophy fermentation nitrogen_fixation             ,
1676,Tenacibaculuma,(Louca et al. 2016),denitrification,,
1677,Tenericutes,"(_Anantharaman et al., 2016)",H2_prod,,
1678,Tepidibacillus,(Louca et al. 2016),H_ox,,
1679,Tepidibacter,(Louca et al. 2016),fermentation,,
1680,Tepidimonas,(Louca et al. 2016),S_oxidation,,
1681,Terrabacter,(Louca et al. 2016),denitrification,,
1682,Terracoccus,(Louca et al. 2016),ureolysis,,
1866,Terrimicrobium,(Qiu et al. 2014),non-N,carbohydrate-fermenting              ,
1683,Terrimonas,(Xie and Yokota 2006),non-N,              ,
1684,Tersicoccus,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1685,Tessaracoccus,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1686,Tetragenococcus,(Louca et al. 2016),fermentation,,
1687,Tetrasphaera,(Louca et al. 2016),denitrification,urea ,
1688,Thalassobacter,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_anoxygenic_phototrophy,
1689,Thalassobaculum,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1690,Thalassobius,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1691,Thalassococcus,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1692,Thalassolituus,(Louca et al. 2016),non-N,,
1693,Thalassospira,"(Graf et al., 2014; Louca et al., 2014)",nirS norB nosZ aerobic_chemoheterotrophy aromatic_hydrocarbon_degradation nitrate_respiration          ,,
1694,Thauera,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirS norB nosZ aromatic_compound_degradation aromatic_hydrocarbon_degradation nitrate_denitrification nitrate_respiration nitrite_respiration        ,,
1695,Thaumarchaeota,"(_Anantharaman et al., 2016; Louca et al., 2014)",C_cycle S_cycle Fe_Cycle H2_prod C1_ox aerobic aerobic_ammonia_oxidation           ,,
1696,Themoanaerobacterium,(Louca et al. 2016),fermentation,xylan,
1697,Thennosipho,(Louca et al. 2016),fermentation,S,
1698,Thermacetogenium,(Louca et al. 2016),fermentation,"S, Fe ",
1699,Thermaerobacter,"(Graf et al., 2014; Louca et al., 2014)",nirK aerobic_chemoheterotrophy              ,,
1700,Thermicanus,(Louca et al. 2016),fermentation,,
1701,Thermincola,(Louca et al. 2016),H_ox,#REF!,
1702,Thermithiobacillus,(Louca et al. 2016),S_oxidation,,
1703,Thermoacetogenium,(Louca et al. 2016),reductive_acetogenesis,,
1704,Thermoactinomyces,(Louca et al. 2016),xylanolysis,,
1705,Thermoanaerobacter,(Louca et al. 2016),cellulolysis,"S, Fe, N",
1706,Thermoanaerobacteraceae,(Louca et al. 2016),H_ox,#REF!,
1707,Thermoanaerobacteriaceae,(Louca et al. 2016),reductive_acetogenesis,,
1708,Thermoanaerobacterium,(Louca et al. 2016),S_reduction,"fermentation, N, xylan",
1709,Thermoanaerobaculaceae_family_Subgroup 10,,varied,,
1710,Thermoanaerobaculum,(Louca et al. 2016),fermentation,"Fe, Mn ",
1711,Thermobaculum,"(Graf et al., 2014)",nirK               ,,
1712,Thermobifida,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nirK cellulolysis nitrate_reduction xylanolysis            ,,
1713,Thermobispora,"(Graf et al., 2014)",nirK               ,,
1714,Thermochromatium,(Louca et al. 2016),ureolysis,,
1715,Thermococcaceae,(Louca et al. 2016),chemoheterotrophy,chemoheterotrophy,
1716,Thermococci,(Louca et al. 2016),chemoheterotrophy,chemoheterotrophy,
1717,Thermococcus,(Louca et al. 2016),chitinolysis,"fermentation, xylan",
1718,Thermocrispum,(Louca et al. 2016),denitrification,,
1719,Thermodesulfatator,(Louca et al. 2016),H_ox,#REF!,
1720,Thermodesulfobacteria,(Louca et al. 2016),S_reduction,,
1721,Thermodesulfobacterium,(Louca et al. 2016),H_ox,#REF!,
1722,Thermodesulfobiaceae,(Louca et al. 2016),denitrification,"S, Fe",
1723,Thermodesulfobium,(Louca et al. 2016),H_ox,#REF!,
1724,Thermodesulforhabdus,(Louca et al. 2016),S_reduction,,
1725,Thermodesulforhabdus norvegicus,(Louca et al. 2016),S_reduction,,
1726,Thermodesulfovibrio,"(_Anantharaman et al., 2016; Louca et al., 2014)",C_cycle N_cycle S_cycle H2_ox H2_prod C1_ox aerobic nitrate_respiration          ,,
1727,Thermoflexus,(Louca et al. 2016),aerobic_chemoheterotrophy,fermentation,
1728,Thermogemmatispora,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1729,Thermogladius,(Louca et al. 2016),fermentation,,
1730,Thermoleophilum,(Louca et al. 2016),degradation,hydrocarbon,
1731,Thermolithobacter,(Louca et al. 2016),H_ox,#REF!,
1732,Thermomicrobium,"(Graf et al., 2014)",nosZ              ,,
1733,Thermomonas,(Busse et al. 2002),non-N,              ,
1734,Thermomonospora,(Louca et al. 2016),cellulolysis,"ligninolysis, N, xylan",
1735,Thermomonosporaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1736,Thermonospora,(Louca et al. 2016),xylanolysis,,
1737,Thermoplasmata,(Louca et al. 2016),chemoheterotrophy,chemoheterotrophy,
1738,Thermoplasmataceae,(Louca et al. 2016),chemoheterotrophy,chemoheterotrophy,
1739,Thermopolyspora,(Louca et al. 2016),denitrification,xylan,
1740,Thermoproteaceae,(Louca et al. 2016),H_ox,#REF!,
1741,Thermoproteales,(Louca et al. 2016),H_ox,#REF!,
1742,Thermosipho,(Louca et al. 2016),fermentation,,
1743,Thermosulfidibacter,(Louca et al. 2016),H_ox,#REF!,
1744,Thermoterrabacterium,(Louca et al. 2016),Fe,,
1745,Thermothrix,(Louca et al. 2016),S_oxidation,N,
1746,Thermotoga,(Louca et al. 2016),cellulolysis,"Fe, xylan",
1747,Thermotogaceae,(Louca et al. 2016),fermentation,Fe ,
1748,Thermotogae,(Louca et al. 2016),fermentation,,
1749,Thermovenabulum,(Louca et al. 2016),DNRA,"fermentation, Fe, Mn, S",
1750,Thermovibrio,(Louca et al. 2016),H_ox,#REF!,
1751,Thermovirga,(Louca et al. 2016),fermentation,,
1752,Thermus,"(Graf et al., 2014; Louca et al., 2014)",nirK nirS norB arsenate_respiration arsenite_oxidation_detoxification dissimilatory sulfite reduction iron_respiration nitrate_reduction      ,,
1753,thetaiotaomicron,(Louca et al. 2016),human_gut,,
1754,Thialkalivibrio,(Louca et al. 2016),S_oxidation,N,
1755,Thioalbus,(Louca et al. 2016),S_oxidation,N,
1756,Thioalkalimicrobium,(Louca et al. 2016),S_oxidation,,
1757,Thioalkalivibrio,"(Graf et al., 2014; Louca et al., 2014)",nirK norB nosZ dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration          ,,
1758,Thiobacillus,(Anantharaman et al. 2016; Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),S_oxidation,varied,
1759,Thiobacter,(Hirayama et al. 2005),non-N,              ,
1760,Thiobios,(Louca et al. 2016),thiosulfate_oxidation,,
1761,Thiocapsa,"(Graf et al., 2014; Louca et al., 2014)",norB nosZ anoxygenic_photoautotrophy_S_oxidizing            ,,
1762,Thioclava,(Louca et al. 2016),aerobic_chemoheterotrophy,"S, urea",
1763,Thiococcus,(Louca et al. 2016),N2_fix,,
1764,Thiocystis,(Louca et al. 2016),anoxygenic_photoautotrophy,aerobic_anoxygenic_phototrophy,
1765,Thiodictyon,(Louca et al. 2016),Fe_oxidation,,
1766,Thiofractor,(Louca et al. 2016),H_ox,#REF!,
1767,Thioglobus,(Louca et al. 2016),aerobic_chemoheterotrophy,S,
1768,Thiogranum,(Louca et al. 2016),S_oxidation,,
1769,Thiohalobacter,(Louca et al. 2016),thiosulfate_oxidation,,
1770,Thiohalocapsa,(Louca et al. 2016),anoxygenic_photoautotrophy_H2_oxidizing,anoxygenic_photoautotrophy_S_oxidizing                ,
1771,Thiohalomonas,(Louca et al. 2016),S_oxidation,N,
1772,Thiohalophilus,(Sorokin et al. 2007),denitrification,,
1773,Thiolapillus,(Louca et al. 2016),S_oxidation,N,
1774,Thiomicrospira,(Louca et al. 2016),H_ox,#REF!,
1775,Thiomonas,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_ammonia_oxidation,
1776,Thioprofundum,(Louca et al. 2016),S_oxidation,N,
1777,Thioreductor,(Louca et al. 2016),H_ox,#REF!,
1778,Thiorhodococcus,(Louca et al. 2016),N2_fix,,
1779,Thiorhodospira,(Louca et al. 2016),photoheterotrophy,,
1780,Thiosphaera,(Louca et al. 2016),aerobic_chemoheterotrophy,aerobic_ammonia_oxidation,
1781,Thiothrix,(Louca et al. 2016; Williams and Unz 1985),denitrification,urea,
1782,Thiotrichaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"S, DNRA, N",
1783,Thiovulum,(Louca et al. 2016),S_oxidation,,
1784,Tindallia,(Louca et al. 2016),Fe,acetogenesis ,
1785,Tistlia,(Louca et al. 2016),aerobic_chemoheterotrophy,N2 fix,
1786,Tistrella,(Louca et al. 2016),aerobic_chemoheterotrophy,N2 fix,
1787,Tolumonas,(Fischer-Romero et al. 1996),non-N,              ,
1788,Treponema,"(_Anantharaman et al., 2016; Louca et al., 2014)",non-N,dark_hydrogen_oxidation fermentation human_pathogens_all nitrogen_fixation reductive_acetogenesis          ,
1866,Treponema 2,"(_Anantharaman et al., 2016; Louca et al., 2014)",non-N,dark_hydrogen_oxidation fermentation human_pathogens_all nitrogen_fixation reductive_acetogenesis          ,
1789,treptococcus,(Louca et al. 2016),fish_parasites,,
1790,Trichococcus,(Liu et al. 2002),denitrification,xylan,
1791,Trichodesmium,(Louca et al. 2016),N2_fix,,
1792,Trichophyton,"(Graf et al., 2014)",nirK norB              ,,
1793,Tropicibacter,(Louca et al. 2016),aerobic_chemoheterotrophy,degradation,
1794,Tropicimonas,(Louca et al. 2016),aerobic_chemoheterotrophy,degradation,
1795,Tsukamurella,(Louca et al. 2016),ureolysis,,
1796,Tsukamurellaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1797,Tumebacillus,(Louca et al. 2016),aerobic_chemoheterotrophy,"S, N",
1798,Turneriella,"(Graf et al., 2014)",nirK               ,,
1799,Ulvibacter,(Louca et al. 2016),denitrification,,
1800,Uncinocarpus,"(Graf et al., 2014)",nirK norB              ,,
1801,uncultured,"(Graf et al., 2014)",uncultured_bacteria,,
1802,uncultured archaeon,,uncultured_archaea,,
1803,uncultured bacterium,,uncultured_bacteria,,
1804,uncultured Bacteroidetes bacterium,,uncultured_bacteria,              ,
1805,uncultured Candidatus Omnitrophus,(Kolinko et al. 2016),Magnetatactic+,,
1806,uncultured Chlorobi bacterium,,S_oxidation,,
1807,uncultured euryarchaeote,,uncultured_eukaryote,,
1808,uncultured Microgenomates group bacterium,,uncultured_bacteria,,
1809,uncultured organism,,uncultured,,
1810,uncultured Parcubacteria group bacterium,(Nelson and Stegen 2015),CPR-OD1,CPR-OD1,
1811,uncultured soil bacterium,,uncultured_bacteria,,
1812,Undibacterium,(Kämpfer et al. 2007),non-N,              ,
1813,Unknown,(Louca et al. 2016),human_gut,,
1814,Ureaplasma,(Louca et al. 2016),human_pathogens_all,,
1815,Vagococcus,(Louca et al. 2016),fermentation,,
1816,Varibaculum,(Louca et al. 2016),denitrification,,
1818,Variovorax,(Louca et al. 2016; Willems et al. 1991),non-N,arsenate_detoxification plastic_degradation             ,
1819,Veillonella,(Socransky et al. 1998),non-N,              ,
1820,Veillonellaceae,(Louca et al. 2016),H_ox,#REF!,
1821,Venenivibrio,(Louca et al. 2016),knallgas_bacteria,,
1822,Verrucomicrobia,"(_Anantharaman et al., 2016; Louca et al., 2014)",N_cycle S_cycle H2_prod aerobic methanol_oxidation           ,,
1823,Verrucomicrobiaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, urea",
1824,Verrucomicrobiales,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1825,Verrucomicrobium,(Schlesner 1987),non-N,              ,
1826,Viarovorax,(Louca et al. 2016),plastic_degradation,,
1827,Vibrio,"(Graf et al., 2014; Louca et al., 2014)",nosZ animal_parasites_or_symbionts aromatic_hydrocarbon_degradation chitinolysis fermentation fish_parasites fumarate_respiration human_pathogens_all human_pathogens_diarrhea xylanolysis     ,,
1828,Vibrionaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, N",
1829,Vibrionales,(Louca et al. 2016),fermentation,,
1830,Victivallaceae,(Louca et al. 2016),fermentation,,
1831,Victivallis,(Louca et al. 2016),fermentation,,
1832,Virgibacillus,"(Graf et al., 2014; Louca et al., 2014)",nirK aerobic_chemoheterotrophy nitrate_reduction nitrate_respiration ureolysis           ,,
1833,Virgisporangium,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1834,Vogesella,(Louca et al. 2016),aerobic_chemoheterotrophy,N,
1835,Vulcanithermus,(Louca et al. 2016),knallgas_bacteria,N,
1836,Waddliaceae,(Louca et al. 2016),intracellular_parasites,,
1837,Wautersia,(Louca et al. 2016),plant_pathogen,,
1838,Wautersiella,(Louca et al. 2016),ureolysis,,
1839,WCHB1-05,(Yamada et al. 2006),cellulolysis,,
1841,Weissella,(Louca et al. 2016),fermentation,,
1842,Wenxinia,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1843,Williamsia,(Louca et al. 2016),cellulolysis,urea,
1844,Wohlfahrtiimonas,(Louca et al. 2016),human_pathogens_all,,
1845,Wolinella,(Graf et al. 2014; Jones et al. 2008; Louca et al. 2016),nosZ arsenate_respiration dark_hydrogen_oxidation dissimilatory sulfite reduction DNRA fumarate_respiration nitrate_respiration nitrite_ammonification sulfur_respiration    ,,
1846,Xanthobacter,(Louca et al. 2016),aerobic_chemoheterotrophy,"H, S, N",
1847,Xanthomonadaceae,(Louca et al. 2016),aerobic_chemoheterotrophy,"chitinolysis, N, urea",
1848,Xanthomonadales,"(_Anantharaman et al., 2016)",N_cycle S_cycle C1_ox aerobic            ,,
1849,Xanthomonas,(Louca et al. 2016),arsenite_oxidation_detoxification,dark_sulfide_oxidation plant_pathogen plastic_degradation xylanolysis             ,
1850,Xenorhabdus,(Louca et al. 2016),invertebrate_parasites,,
1851,Xylanimicrobium,(Louca et al. 2016),fermentation,N,
1852,Xylanimonas,"(Graf et al., 2014; Louca et al., 2014)",nirK cellulolysis nitrate_reduction             ,,
1853,Xylella,(Louca et al. 2016),plant_pathogen,,
1854,Xylophilus,(Louca et al. 2016),plant_pathogen,,
1855,Yaniella,(Louca et al. 2016),aerobic_chemoheterotrophy,urea,
1856,Yeosuana,(Louca et al. 2016),aromatic_compound_degradation,                ,
1857,Yersinia,(Louca et al. 2016),animal_parasites_or_symbionts,human_pathogens_all human_pathogens_gastroenteritis invertebrate_parasites nitrate_reduction             ,
1858,Yonghaparkia,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1859,Youngiibacter,(Louca et al. 2016),fermentation,,
1860,Zavarzinia,(Louca et al. 2016),ureolysis,,
1861,Zhihengliuella,(Louca et al. 2016),aerobic_chemoheterotrophy,,
1862,Zobellella,(Louca et al. 2016),aerobic_chemoheterotrophy,"fermentation, N, urea",
1863,Zobellia,"(Graf et al., 2014)",norB nosZ             ,,
1864,Zoogloea,(Hiraishi et al. 1997),non-N,              ,
1865,Zunongwangia,(Louca et al. 2016),aerobic_chemoheterotrophy,"N, xylan",
1866,Zymomonas,(Louca et al. 2016),fermentation,,
