,gen,fun_consol,ref_consol
1428,Pyrodictium,fermentation sulfur_respiration,FAPROTAXv1.1
1429,Ralstonia,"Denitrification, aromatic_hydrocarbon_degradation chitinolysis knallgas_bacteria nitrate_respiration plant_pathogen ureolysis","(Yabuuchi et al., 1995) (Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1430,Raoultella,ligninolysis,FAPROTAXv1.1
1431,Rarobacteraceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1432,Rathayibacter,plant_pathogen,FAPROTAXv1.1
1433,Reinekea,nosZ,"(Jones et al., 2008) , (Graf et al., 2014)"
1434,Reyranella,Denitrification,"(Pagnier et al., 2011)"
1435,Rhabdochlamydia,invertebrate_parasites,FAPROTAXv1.1
1436,Rhabdothermus,aerobic_chemoheterotrophy nitrate_respiration sulfur_respiration,FAPROTAXv1.1
1437,Rheinheimera,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1438,Rhizobiaceae,aerobic_chemoheterotrophy dissimilatory oxidation of arsenite for energy not photosynthesis nitrate_reduction  nitrogen_fixation ureolysis,FAPROTAXv1.1
1439,Rhizobiales,dark_hydrogen_oxidation dissimilatory oxidation of arsenite for energy not photosynthesis nitrate_denitrification,FAPROTAXv1.1
1440,Rhizobium,"N fixation, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy DNRA nitrate_reduction  nitrate_respiration nitrogen_fixation plant_pathogen ureolysis","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1441,Rhizomicrobium,aerobic_chemoheterotrophy fermentation fumarate_respiration iron_respiration nitrate_respiration,FAPROTAXv1.1
1442,Rhizomonas,plant_pathogen,FAPROTAXv1.1
1443,Rhodanobacter,"Denitrification, dark_thiosulfate_oxidation nitrate_reduction","(Kostka et al., 2012) (Graf et al., 2014) , (Antharaman et al., 2016), FAPROTAXv1.1"
1444,Rhodobacter,"N fixation, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_Fe_oxidizing anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing dark_iron_oxidation dark_sulfide_oxidation fermentation iron_respiration manganese_oxidation nitrate_denitrification nitrate_reduction  nitrate_respiration nitrogen_fixation photoheterotrophy ureolysis","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1445,Rhodobacteraceae,"C_fix   N_cycle  S_cycle   H2_ox   C1_ox  aerobic, aerobic_chemoheterotrophy anoxygenic_photoautotrophy cellulolysis dark_hydrogen_oxidation dark_sulfite_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation fermentation ligninolysis methanol_oxidation methylotrophy nitrate_denitrification nitrate_reduction  nitrate_respiration photoheterotrophy","(Antharaman et al., 2016), FAPROTAXv1.1"
1446,Rhodobacterales,"nirK  norB  nosZ ,  N_cycle  S_cycle     C1_ox  aerobic","(Graf et al., 2014) , (Antharaman et al., 2016)"
1447,Rhodobiaceae,aerobic_chemoheterotrophy photoheterotrophy,FAPROTAXv1.1
1448,Rhodobium,aerobic_chemoheterotrophy anoxygenic_photoautotrophy_S_oxidizing fermentation nitrate_denitrification photoheterotrophy ureolysis,FAPROTAXv1.1
1449,Rhodoblastus,anoxygenic_photoautotrophy_H2_oxidizing,FAPROTAXv1.1
1450,Rhodococcus,"non-N, ligninolysis nitrate_reduction  plant_pathogen plastic_degradation ureolysis","(Graf et al., 2014), FAPROTAXv1.1"
1451,Rhodocyclaceae,aerobic_chemoheterotrophy chlorate_reducers fermentation fumarate_respiration iron_respiration nitrate_denitrification nitrate_reduction  nitrate_respiration nitrite_respiration nitrogen_fixation photoheterotrophy,FAPROTAXv1.1
1452,Rhodocyclaceae dok59,Denitrification,"(Van der Zaan et al., 2012)"
1453,Rhodocyclales,"C_fix   N_cycle  S_cycle  Fe_Cycle  H2_ox  H2_prod  C1_ox  aerobic, aerobic_chemoheterotrophy dissimilatory oxidation of arsenite for energy not photosynthesis nitrate_denitrification","(Antharaman et al., 2016), FAPROTAXv1.1"
1454,Rhodocyclus,"non-N, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_H2_oxidizing nitrogen_fixation",", FAPROTAXv1.1"
1455,Rhodoferax,"Denitrification, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_H2_oxidizing fermentation fumarate_respiration iron_respiration manganese_respiration nitrate_respiration nitrogen_fixation photoheterotrophy","(Finneran et al., 2003) (Jones et al., 2008) , (Graf et al., 2014) , (Antharaman et al., 2016), FAPROTAXv1.1"
1456,Rhodomicrobium,"non-N, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_Fe_oxidizing anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing dark_iron_oxidation photoheterotrophy",", FAPROTAXv1.1"
1457,Rhodonellum,aerobic_chemoheterotrophy,FAPROTAXv1.1
1458,Rhodopila,anoxygenic_photoautotrophy_S_oxidizing nitrogen_fixation ureolysis,FAPROTAXv1.1
1459,Rhodoplanes,"Denitrification, aerobic_chemoheterotrophy anoxygenic_photoautotrophy_S_oxidizing nitrate_denitrification photoheterotrophy","(Hiraishi and Ueda, 1994), FAPROTAXv1.1"
1460,Rhodopseudomonas,"N fixation+, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_Fe_oxidizing anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing dark_iron_oxidation dark_sulfide_oxidation fermentation nitrate_reduction  nitrate_respiration nitrite_respiration nitrogen_fixation ureolysis","https://microbewiki.kenyon.edu/index.php/Rhodopseudomos (Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1461,Rhodospirillaceae,aerobic_chemoheterotrophy anoxygenic_photoautotrophy_S_oxidizing dark_sulfide_oxidation dark_thiosulfate_oxidation fermentation nitrate_respiration nitrogen_fixation photoheterotrophy ureolysis,FAPROTAXv1.1
1462,Rhodospirillales,"C_fix   N_cycle  S_cycle   H2_ox  H2_prod   aerobic, aerobic_chemoheterotrophy","(Antharaman et al., 2016), FAPROTAXv1.1"
1463,Rhodospirillum,"norB  nosZ, aerobic_anoxygenic_phototrophy anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing fermentation nitrogen_fixation","(Graf et al., 2014), FAPROTAXv1.1"
1464,Rhodothermus,"nirK nirS  nosZ, cellulolysis xylanolysis","(Graf et al., 2014), FAPROTAXv1.1"
1465,Rhodovastum,aerobic_chemoheterotrophy anoxygenic_photoautotrophy_H2_oxidizing photoheterotrophy,FAPROTAXv1.1
1466,Rhodovulum,"nirK, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_Fe_oxidizing anoxygenic_photoautotrophy_H2_oxidizing anoxygenic_photoautotrophy_S_oxidizing dark_iron_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_reduction  photoheterotrophy","(Graf et al., 2014), FAPROTAXv1.1"
1467,Rickettsia,non-N,
1468,Rickettsiella,invertebrate_parasites,FAPROTAXv1.1
1469,Riemerella,nosZ,"(Graf et al., 2014)"
1470,Rikenellaceae,fermentation,FAPROTAXv1.1
1471,Rikenellaceae_family_Bact-08,non-N,0
1472,Robiginitalea,nosZ,"(Jones et al., 2008) , (Graf et al., 2014)"
1473,Romboutsia,Acetogenic,"{Gerritsen, J., et al. (2014)}"
1474,Roseateles,aerobic_anoxygenic_phototrophy,FAPROTAXv1.1
1475,Roseburia,"non-N, human_gut",", FAPROTAXv1.1"
1476,Roseibacterium,aerobic_anoxygenic_phototrophy,FAPROTAXv1.1
1477,Roseibium,"nirK, aerobic_anoxygenic_phototrophy","(Graf et al., 2014), FAPROTAXv1.1"
1478,Roseicyclus,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy photoheterotrophy,FAPROTAXv1.1
1479,Roseiflexus,nirS,"(Graf et al., 2014)"
1480,Roseimarinus,non-N,"{Wu, W.-J., et al. (2015)}"
1481,Roseinatronobacter,aerobic_anoxygenic_phototrophy,FAPROTAXv1.1
1482,Roseisalinus,aerobic_anoxygenic_phototrophy,FAPROTAXv1.1
1483,Roseivivax,aerobic_anoxygenic_phototrophy ureolysis,FAPROTAXv1.1
1484,Roseobacter,"nirK nirS norB nosZ, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy manganese_oxidation","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1485,Roseococcus,aerobic_anoxygenic_phototrophy,FAPROTAXv1.1
1486,Roseomonas,Denitrification,"(Rihs et al., 1993)"
1487,Roseospira,anoxygenic_photoautotrophy_S_oxidizing ureolysis,FAPROTAXv1.1
1488,Roseovarius,"nirK  norB nosZ, aerobic_anoxygenic_phototrophy","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1489,Rothia,"nirK  norB, nitrate_reduction","(Graf et al., 2014), FAPROTAXv1.1"
1490,Ruania,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1491,Rubellimicrobium,aerobic_chemoheterotrophy,FAPROTAXv1.1
1492,Rubricoccus,aerobic_chemoheterotrophy nitrate_denitrification,FAPROTAXv1.1
1493,Rubrimonas,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy nitrate_denitrification nitrite_denitrification ureolysis,FAPROTAXv1.1
1494,Rubritalea,nitrate_reduction,FAPROTAXv1.1
1495,Rubritaleaceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1496,Rubritepida,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy,FAPROTAXv1.1
1497,Rubrivirga,aerobic_chemoheterotrophy,FAPROTAXv1.1
1498,Rubrivivax,"nirS norB  nosZ, aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy anoxygenic_photoautotrophy_H2_oxidizing aromatic_hydrocarbon_degradation fermentation nitrogen_fixation photoheterotrophy","(Graf et al., 2014), FAPROTAXv1.1"
1499,Rubrobacter,"Denitrification, xylanolysis",", FAPROTAXv1.1"
1500,Rubrobacteraceae,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1501,Rubrobacteriaceae,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1502,Rudaeicoccus,aerobic_chemoheterotrophy,FAPROTAXv1.1
1503,Ruegeria,"nirS norB  nosZ, aerobic_chemoheterotrophy nitrate_denitrification nitrate_reduction","(Graf et al., 2014), FAPROTAXv1.1"
1504,Rugamonas,nitrate_denitrification,FAPROTAXv1.1
1505,Rugosimonospora,aerobic_chemoheterotrophy,FAPROTAXv1.1
1506,Ruminiclostridium 1,Cellulolytic,"refs in {Ravachol, J., et al. (2015), Sheng, T., et al. (2016)}"
1507,Ruminobacter,fermentation,FAPROTAXv1.1
1508,Ruminococcaceae,aromatic_compound_degradation fermentation mammal_gut,FAPROTAXv1.1
1509,Ruminococcus,"Cellulolytic, cellulolysis dark_hydrogen_oxidation fermentation human_gut xylanolysis",", FAPROTAXv1.1"
1510,Rummeliibacillus,non-N,"(Vaishampayan et al., 2009)"
1511,Runella,"nosZ, fermentation","(Graf et al., 2014), FAPROTAXv1.1"
1512,Saccharibacter,non-N,"(Jojima et al., 2004)"
1513,Saccharomonospora,"nirK, cellulolysis nitrate_reduction  xylanolysis","(Graf et al., 2014), FAPROTAXv1.1"
1514,Saccharophagus,"non-N, cellulolysis chitinolysis xylanolysis",", FAPROTAXv1.1"
1515,Saccharopolyspora,cellulolysis ureolysis xylanolysis,FAPROTAXv1.1
1516,Saccharospirillum,Denitrification,
1517,Saccharothrix,aromatic_hydrocarbon_degradation ureolysis,FAPROTAXv1.1
1518,Sagittula,cellulolysis ligninolysis,FAPROTAXv1.1
1519,Salegentibacter,nitrate_reduction  ureolysis,FAPROTAXv1.1
1520,Salinibacter,nosZ,"(Jones et al., 2008) , (Graf et al., 2014)"
1521,Salinibacterium,"non-N, aerobic_chemoheterotrophy nitrate_reduction","(Han et al., 2003), FAPROTAXv1.1"
1522,Salinicoccus,nitrate_reduction  ureolysis,FAPROTAXv1.1
1523,Salinimicrobium,aerobic_chemoheterotrophy fermentation nitrate_reduction,FAPROTAXv1.1
1524,Salinimonas,chitinolysis,FAPROTAXv1.1
1525,Salinisphaera,"nirK  norB  nosZ, aerobic_chemoheterotrophy dark_thiosulfate_oxidation","(Graf et al., 2014), FAPROTAXv1.1"
1526,Salmonella,dissimilatory sulfite reduction fermentation human_pathogens_all human_pathogens_gastroenteritis plant_pathogen thiosulfate_respiration,FAPROTAXv1.1
1527,Samsonia,plant_pathogen,FAPROTAXv1.1
1528,Sandarakinorhabdus,aerobic_anoxygenic_phototrophy,FAPROTAXv1.1
1529,Sandariconobacter,aerobic_anoxygenic_phototrophy,FAPROTAXv1.1
1530,Sanguibacter,"nirK, chitinolysis nitrate_reduction","(Graf et al., 2014), FAPROTAXv1.1"
1531,Sanguibacteraceae,fermentation,FAPROTAXv1.1
1532,Saprospiraceae,aerobic_chemoheterotrophy cellulolysis,FAPROTAXv1.1
1533,SAR11 clade,aerobic_chemoheterotrophy,FAPROTAXv1.1
1534,SAR86 clade,aerobic_chemoheterotrophy,FAPROTAXv1.1
1535,Scardovia,nirK,"(Graf et al., 2014)"
1536,Schineria,chitinolysis ureolysis,FAPROTAXv1.1
1537,Schlesneria,xylanolysis,FAPROTAXv1.1
1538,Sediminibacter,aerobic_chemoheterotrophy,FAPROTAXv1.1
1539,Sediminibacterium,non-N,"(Qu and Yuan, 2008)"
1540,Sediminimonas,aerobic_chemoheterotrophy nitrate_reduction  ureolysis,FAPROTAXv1.1
1541,Segetibacter,aerobic_chemoheterotrophy,FAPROTAXv1.1
1542,Segniliparus,ureolysis,FAPROTAXv1.1
1543,Sejongia,fermentation,FAPROTAXv1.1
1544,Selenihalanaerobacter,nitrate_respiration,FAPROTAXv1.1
1545,Seleniivibrio,arsenate_respiration,FAPROTAXv1.1
1546,Selenomonas,fermentation xylanolysis,FAPROTAXv1.1
1547,Seliberia,fermentation nitrate_reduction,FAPROTAXv1.1
1548,Serinicoccus,"nirK, nitrate_reduction","(Graf et al., 2014), FAPROTAXv1.1"
1549,Serratia,chitinolysis DNRA fermentation human_pathogens_all invertebrate_parasites  plant_pathogen,FAPROTAXv1.1
1550,Sharpea,fermentation,FAPROTAXv1.1
1551,Shd-14,Cellulolytic,
1552,Shewanella,"nirK  norB nosZ, aerobic_chemoheterotrophy arsenate_detoxification arsenate_respiration dissimilatory sulfite reduction DNRA fermentation fumarate_respiration iron_respiration manganese_oxidation manganese_respiration nitrate_denitrification nitrate_respiration nitrite_denitrification nitrite_respiration sulfur_respiration thiosulfate_respiration ureolysis","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1553,Shigella,fermentation human_pathogens_all human_pathogens_gastroenteritis,FAPROTAXv1.1
1554,Shihouhao,plastic_degradation,FAPROTAXv1.1
1555,Shimia,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1556,Siansivirga,aerobic_chemoheterotrophy chitinolysis,FAPROTAXv1.1
1557,Sideroxydans,"N fixation, dark_iron_oxidation","(Beckwith et al., 2015) (Emerson et al., 2013) (Graf et al., 2014) , (Antharaman et al., 2016), FAPROTAXv1.1"
1558,Silicibacter,"nirK nirS norB nosZ, aerobic_chemoheterotrophy nitrate_reduction","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1559,Siluania,non-N,"(Karpov et al., 1998)"
1560,Simkania,non-N,
1561,Simkaniaceae,intracellular_parasites,FAPROTAXv1.1
1562,Simonsiella,nirK  norB  nosZ,"(Graf et al., 2014)"
1563,Simplicispira,Denitrification,"(Grabovich et al., 2006)"
1564,Singulisphaera,xylanolysis,FAPROTAXv1.1
1565,Sinomonas,aerobic_chemoheterotrophy ureolysis,FAPROTAXv1.1
1566,Sinorhizobium,"nirK  norB nosZ, aerobic_chemoheterotrophy arsenate_detoxification dissimilatory oxidation of arsenite for energy not photosynthesis nitrate_respiration nitrogen_fixation nitrous_oxide_denitrification plant_pathogen","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1567,Skermanella,nitrate_reduction  ureolysis,FAPROTAXv1.1
1568,Skermania,nitrate_respiration,FAPROTAXv1.1
1569,Slackia,DNRA nitrate_reduction,FAPROTAXv1.1
1570,SM1A02,Denitrification,
1571,Smb53,Cellulolytic,
1572,Smithella,Propiote oxidation-syntrophy,"{Liu, Y., et al. (1999)}"
1573,Snuella,aerobic_chemoheterotrophy nitrate_denitrification,FAPROTAXv1.1
1574,Soehngenia,fermentation,FAPROTAXv1.1
1575,Solibacillus,non-N,"(Krishmurthi et al., 2009)"
1576,Solibacter,norB,"(Jones et al., 2008)"
1577,Solirubrobacter,aromatic_compound_degradation,FAPROTAXv1.1
1578,Solirubrobacteraceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1579,Solitalea,Denitrification,"(Weon et al., 2009) (Graf et al., 2014)"
1580,Sorangium,cellulolysis fermentation xylanolysis,FAPROTAXv1.1
1581,Sphaerisporangium,ureolysis,FAPROTAXv1.1
1582,Sphaerobacter,non-N,"(Demharter et al., 1989) (Graf et al., 2014)"
1583,Sphaerotilus,dark_iron_oxidation,FAPROTAXv1.1
1584,Sphingobacteriaceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1585,Sphingobacteriia,N_cycle  S_cycle      aerobic,"(Antharaman et al., 2016)"
1586,Sphingobacterium,"non-N, nitrate_reduction  ureolysis","(YABUUCHI et al., 1983), FAPROTAXv1.1"
1587,Sphingobium,"non-N, aromatic_compound_degradation ligninolysis","(Takeuchi et al., 2001), FAPROTAXv1.1"
1588,Sphingomonadaceae,aerobic_chemoheterotrophy fermentation photoheterotrophy,FAPROTAXv1.1
1589,Sphingomonadales,"N_cycle  S_cycle     C1_ox  aerobic, aerobic_chemoheterotrophy","(Antharaman et al., 2016), FAPROTAXv1.1"
1590,Sphingomonas,"non-N, aerobic_anoxygenic_phototrophy aromatic_compound_degradation aromatic_hydrocarbon_degradation ligninolysis nitrogen_fixation plant_pathogen plastic_degradation","(Graf et al., 2014), FAPROTAXv1.1"
1591,Sphingopyxis,N_cycle  S_cycle     C1_ox  aerobic,"(Antharaman et al., 2016)"
1592,Sphingorhabdus,non-N,"{Jogler, M., et al. (2013)}"
1593,Spirillum,nitrate_reduction,FAPROTAXv1.1
1594,Spirobacillus,non-N,"(Rodrigues et al., 2008)"
1595,Spirochaeta,"Cellulolytic, cellulolysis fermentation nitrate_reduction",", FAPROTAXv1.1"
1596,Spirochaeta 2,Cellulolytic,
1597,Spirochaetaceae,fermentation human_pathogens_all,FAPROTAXv1.1
1598,Spirochaetes,C_fix  N_fix  N_cycle  S_cycle   H2_ox  H2_prod  C1_ox  aerobic,"(Antharaman et al., 2016)"
1599,Spiroplasma,plant_pathogen,FAPROTAXv1.1
1600,Sporanaerobacter,fermentation,FAPROTAXv1.1
1601,Sporichthya,nitrate_reduction,FAPROTAXv1.1
1602,Sporichthyaceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1603,Sporobacter,"Methanotroph, aromatic_compound_degradation fermentation","(Grech-Mora et al., 1996), FAPROTAXv1.1"
1604,Sporobacterium,fermentation,FAPROTAXv1.1
1605,Sporocytophaga,cellulolysis ureolysis,FAPROTAXv1.1
1606,Sporolactobacillaceae,fermentation,FAPROTAXv1.1
1607,Sporomusa,aromatic_compound_degradation fermentation methanol_oxidation reductive_acetogenesis,FAPROTAXv1.1
1608,Sporosarcin,ureolysis,FAPROTAXv1.1
1609,Sporosarcina,aerobic_chemoheterotrophy fermentation ureolysis,FAPROTAXv1.1
1610,Stackebrandtia,aerobic_chemoheterotrophy,FAPROTAXv1.1
1611,Staleya,aerobic_anoxygenic_phototrophy aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1612,Staphylococcus,"non-N, animal_parasites_or_symbionts arsenate_detoxification fermentation human_gut human_pathogens_all human_pathogens_gastroenteritis human_pathogens_pneumonia human_pathogens_septicemia nitrate_reduction  plant_pathogen ureolysis","(Jones et al., 2008), FAPROTAXv1.1"
1613,Stappia,"nirS norB nosZ, aerobic_anoxygenic_phototrophy","(Jones et al., 2008), FAPROTAXv1.1"
1614,Starkeya,"nirK  norB, aerobic_chemoheterotrophy dark_sulfite_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation methanol_oxidation nitrate_respiration","(Graf et al., 2014), FAPROTAXv1.1"
1615,Stenotrophomonas,"non-N, aerobic_chemoheterotrophy aromatic_compound_degradation aromatic_hydrocarbon_degradation chitinolysis human_pathogens_all plant_pathogen",", FAPROTAXv1.1"
1616,Steroidobacter,"Denitrification+, nitrate_denitrification","(Fahrbach et al., 2006), FAPROTAXv1.1"
1617,Sterolibacterium,Denitrification,"(Tarlera and Denner, 2003)"
1618,Streposporangium,nitrate_reduction,FAPROTAXv1.1
1619,Streptacidiphilus,nitrate_reduction,FAPROTAXv1.1
1620,Streptoalloteichus,aerobic_chemoheterotrophy nitrate_reduction,FAPROTAXv1.1
1621,Streptococcaceae,fermentation,FAPROTAXv1.1
1622,Streptococcus,"non-N, animal_parasites_or_symbionts fermentation fish_parasites human_gut human_pathogens_all human_pathogens_meningitis human_pathogens_pneumonia human_pathogens_septicemia ureolysis xylanolysis",", FAPROTAXv1.1"
1623,Streptomyces,"non-N, cellulolysis chitinolysis fermentation hydrocarbon_degradation ligninolysis nitrate_reduction  nitrate_respiration oil_bioremediation plant_pathogen ureolysis xylanolysis","(Graf et al., 2014), FAPROTAXv1.1"
1624,Streptomycetaceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1625,Streptosporangiaceae,aerobic_chemoheterotrophy,FAPROTAXv1.1
1626,Streptosporangium,"nirK, cellulolysis nitrate_reduction","(Graf et al., 2014), FAPROTAXv1.1"
1627,Subdoligranulum,human_gut,FAPROTAXv1.1
1628,Subgroup 10,varied,
1629,Subsaxibacter,aerobic_chemoheterotrophy,FAPROTAXv1.1
1630,Subsaximicrobium,aerobic_chemoheterotrophy,FAPROTAXv1.1
1631,Subtercola,aerobic_chemoheterotrophy,FAPROTAXv1.1
1632,Succinivibrionaceae,fermentation,FAPROTAXv1.1
1633,Sufflavibacter,aerobic_chemoheterotrophy fermentation,FAPROTAXv1.1
1634,Sulfidobacter,manganese_oxidation,FAPROTAXv1.1
1635,Sulfitobacter,aerobic_chemoheterotrophy dark_sulfite_oxidation,FAPROTAXv1.1
1636,Sulfobacillus,"nirK, aerobic_chemoheterotrophy dark_sulfur_oxidation","(Graf et al., 2014), FAPROTAXv1.1"
1637,Sulfolobaceae,aerobic_chemoheterotrophy dark_hydrogen_oxidation dark_sulfide_oxidation dark_sulfur_oxidation knallgas_bacteria sulfur_respiration,FAPROTAXv1.1
1638,Sulfolobus,"norB, chitinolysis dark_iron_oxidation dark_sulfide_oxidation dark_sulfur_oxidation","(Jones et al., 2008), FAPROTAXv1.1"
1639,Sulfuricella,"nirS norB  nosZ, dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_denitrification","(Graf et al., 2014), FAPROTAXv1.1"
1640,Sulfuricurvum,"Denitrification, dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation","(Kodama and Watabe, 2004) (Antharaman et al., 2016), FAPROTAXv1.1"
1641,Sulfuriferula,aerobic_chemoheterotrophy dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration,FAPROTAXv1.1
1642,Sulfurifustis,dark_sulfur_oxidation dark_thiosulfate_oxidation,FAPROTAXv1.1
1643,Sulfurihydrogenibium,aerobic_chemoheterotrophy dark_iron_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation iron_respiration knallgas_bacteria nitrate_denitrification sulfur_respiration,FAPROTAXv1.1
1644,Sulfurimonas,"Denitrification, dark_hydrogen_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation knallgas_bacteria nitrate_denitrification","(Jones et al., 2008) , (Graf et al., 2014) , (Antharaman et al., 2016), FAPROTAXv1.1"
1645,Sulfurisoma,Denitrification,"(Kojima and Fukui, 2014)"
1646,Sulfuritalea,"Denitrification, dark_hydrogen_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration",", FAPROTAXv1.1"
1647,Sulfurivirga,dark_thiosulfate_oxidation,FAPROTAXv1.1
1648,Sulfurococcus,aerobic_chemoheterotrophy,FAPROTAXv1.1
1649,Sulfurospirillum,"Sulfur reduction, aerobic_chemoheterotrophy arsenate_respiration dark_hydrogen_oxidation dark_sulfide_oxidation dissimilatory sulfite reduction DNRA fermentation fumarate_respiration iron_respiration manganese_respiration nitrate_respiration nitrite_ammonification sulfur_respiration thiosulfate_respiration","refs in {Buttet, G. F., et al. (2013)}, FAPROTAXv1.1"
1650,Sulfurovum,"nirS norB  nosZ, dark_hydrogen_oxidation dark_sulfide_oxidation dark_sulfur_oxidation dark_thiosulfate_oxidation nitrate_respiration sulfur_respiration thiosulfate_respiration","(Graf et al., 2014), FAPROTAXv1.1"
1651,Sunxiuqinia,non-N,"(Qu et al., 2011)"
1652,SUP05,dark_sulfide_oxidation nitrate_respiration,FAPROTAXv1.1
1653,Sutterella,Denitrification,"(Wexler et al., 1996)"
1654,SWB02,varied,
1655,Symbiobacterium,"nirK, nitrate_reduction","(Jones et al., 2008) , (Graf et al., 2014), FAPROTAXv1.1"
1656,Synechocystis,norB,"(Jones et al., 2008)"
1657,Synergistes,animal_parasites_or_symbionts,FAPROTAXv1.1
1658,Syntrophaceae,fermentation sulfate_respiration,FAPROTAXv1.1
1659,Syntrophobacter,"Methanotroph, dark_hydrogen_oxidation dissimilatory sulfite reduction fermentation plastic_degradation sulfate_respiration","(Boone and Bryant, 1980) (Jones et al., 2008), FAPROTAXv1.1"
1660,Syntrophobacteraceae,dark_hydrogen_oxidation dissimilatory sulfite reduction fermentation sulfate_respiration,FAPROTAXv1.1
1661,Syntrophobacterales,C_fix    S_cycle     C1_ox  aerobic,"(Antharaman et al., 2016)"
1662,Syntrophococcus,reductive_acetogenesis,FAPROTAXv1.1
1663,Syntrophomonadaceae,fermentation,FAPROTAXv1.1
1664,Syntrophorhabdus,"Denitrification+, aromatic_compound_degradation fermentation","{Qiu, Y.-L., et al. (2008)}, FAPROTAXv1.1"
1665,Syntrophospora,fermentation,FAPROTAXv1.1
1666,Syntrophothermus,fermentation,FAPROTAXv1.1
1667,Syntrophus,"Methanotroph, plastic_degradation","(Mountfort et al., 1984) (Antharaman et al., 2016), FAPROTAXv1.1"
1668,Tamlana,aerobic_chemoheterotrophy,FAPROTAXv1.1
1669,Taonella,fermentation,FAPROTAXv1.1
1670,Tateyamaria,aerobic_chemoheterotrophy dark_thiosulfate_oxidation fermentation knallgas_bacteria nitrate_respiration,FAPROTAXv1.1
1671,taxon_1,methanotrophy,FAPROTAXv1.1
1672,Taylorella,nirK,"(Graf et al., 2014)"
1673,Telluria,nitrate_reduction,FAPROTAXv1.1
1674,Telmatobacter,aerobic_chemoheterotrophy cellulolysis fermentation xylanolysis,FAPROTAXv1.1
1675,Telmatospirillum,"N fixation-methanogen, aerobic_chemoheterotrophy fermentation nitrogen_fixation","{Sizova, M. V., et al. (2007)}, FAPROTAXv1.1"
1676,Tenacibaculuma,nitrate_reduction,FAPROTAXv1.1
1677,Tenericutes,H2_prod   aerobic,"(Antharaman et al., 2016)"
1678,Tepidibacillus,dark_hydrogen_oxidation fermentation iron_respiration manganese_respiration nitrate_respiration,FAPROTAXv1.1
1679,Tepidibacter,fermentation,FAPROTAXv1.1
